candidate_id,timestamp_utc,market_id,question,category,subcategory,anomaly_row_count,max_severity,anomaly_families,metric_names,max_robust_z,max_percentile_rank,latest_midpoint_min,latest_midpoint_max,active_wallets,trade_count,total_observed_amount_usd,amount_per_wallet,amount_per_trade,materiality_label,reference_amount_usd,reference_amount_ratio,relative_signal_strength,absolute_amount_context,reference_scale_context,coordination_label,coordination_context,insider_risk_review_label,literature_wallet_risk_score,literature_wallet_risk_flag,literature_market_risk_score,literature_market_risk_flag,literature_risk_feature_status,triggered_patterns,best_reference_case_id,best_similarity_score,matched_patterns,plain_language_summary,wallet_amount_explanation,concentration_explanation,reference_overlap_explanation,why_flagged,available_evidence,missing_evidence,review_priority,recommended_next_step,human_review_status,allowed_interpretation,limitation,source_artifacts
monitor_candidate_20260522_220500_07a19a12b63b,2026-05-22T22:05:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,Will China invade Taiwan by end of 2026?,geopolitics,will-china-invade-taiwan-before-2027,1,info,wallet_tier_activity,log1p_total_observed_amount_usd,0.744298,1.0,,,0,0,0.0,0.0,0.0,below_one_percent_of_reference,103248.0,0.0,max_severity=info; max_robust_z=0.74; max_percentile=1.00; families=wallet_tier_activity; metrics=log1p_total_observed_amount_usd,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; reference_case=adriancronauer_large_iran_flow_2026_05_14; reference_amount_usd=103248.00; reference_amount_ratio=0.000000; materiality_label=below_one_percent_of_reference,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,"large_trade_flow,same_theme_repeated_positions",adriancronauer_large_iran_flow_2026_05_14,0.5,large_trade_flow,Marked because neutral reference-pattern labels were triggered.,"Wallet amount: observed about USD 71.36; rolling baseline median about USD 14.41; percentile 1.00; robust z 0.74; severity info. The very high robust z can be inflated when the recent baseline is tiny, so absolute size must be checked manually.",No concentration metric triggered for this candidate.,"Reference overlap 0.5 against adriancronauer_large_iran_flow_2026_05_14 means the candidate shares 1 neutral pattern label(s): large_trade_flow. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut. The observed amount is 0.000% of the reference amount USD 103248.00.","wallet_tier_activity triggered info on log1p_total_observed_amount_usd; reference-pattern labels: large_trade_flow,same_theme_repeated_positions",1 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=-; reference_similarity=0.50,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; trade-size context against longer rolling volume; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260522_221000_f0f7ebf8e213,2026-05-22T22:10:00Z,0xd9fb1184af0064e5e34b129f5b79afa5a17b7e32f2953ab05efed82315fee6d4,Will China invade Taiwan by end of 2026?,geopolitics,will-china-invade-taiwan-before-2027,1,info,wallet_tier_activity,log1p_total_observed_amount_usd,0.998909,1.0,,,0,0,0.0,0.0,0.0,below_one_percent_of_reference,103248.0,0.0,max_severity=info; max_robust_z=1.00; max_percentile=1.00; families=wallet_tier_activity; metrics=log1p_total_observed_amount_usd,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; reference_case=adriancronauer_large_iran_flow_2026_05_14; reference_amount_usd=103248.00; reference_amount_ratio=0.000000; materiality_label=below_one_percent_of_reference,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,"large_trade_flow,same_theme_repeated_positions",adriancronauer_large_iran_flow_2026_05_14,0.5,large_trade_flow,Marked because neutral reference-pattern labels were triggered.,"Wallet amount: observed about USD 151.24; rolling baseline median about USD 14.41; percentile 1.00; robust z 1.00; severity info. The very high robust z can be inflated when the recent baseline is tiny, so absolute size must be checked manually.",No concentration metric triggered for this candidate.,"Reference overlap 0.5 against adriancronauer_large_iran_flow_2026_05_14 means the candidate shares 1 neutral pattern label(s): large_trade_flow. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut. The observed amount is 0.000% of the reference amount USD 103248.00.","wallet_tier_activity triggered info on log1p_total_observed_amount_usd; reference-pattern labels: large_trade_flow,same_theme_repeated_positions",1 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=-; reference_similarity=0.50,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; trade-size context against longer rolling volume; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260523_192500_71cd3b4e784b,2026-05-23T19:25:00Z,0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,Will the U.S. invade Iran before 2027?,geopolitics,will-the-us-invade-iran-before-2027,2,info,concentration,"hhi_concentration,top_tier_share",1.181414,1.0,,,0,0,0.0,0.0,0.0,below_one_percent_of_reference,103248.0,0.0,"max_severity=info; max_robust_z=1.18; max_percentile=1.00; families=concentration; metrics=hhi_concentration,top_tier_share",observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; reference_case=adriancronauer_large_iran_flow_2026_05_14; reference_amount_usd=103248.00; reference_amount_ratio=0.000000; materiality_label=below_one_percent_of_reference,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,1.455,no_literature_prior_flag,0.997962,literature_prior_flag,computed_proxy=4; unavailable=3,"market_concentration,same_theme_repeated_positions",adriancronauer_large_iran_flow_2026_05_14,0.5,market_concentration,"Marked because activity was concentrated in the current bucket. This can happen in thin markets, so repetition and market-page context matter.",No wallet-amount metric triggered for this candidate.,"hhi_concentration: observed 0.87, baseline median 0.64, percentile 1.00, severity info; top_tier_share: observed 0.93, baseline median 0.77, percentile 1.00, severity info","Reference overlap 0.5 against adriancronauer_large_iran_flow_2026_05_14 means the candidate shares 1 neutral pattern label(s): market_concentration. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut. The observed amount is 0.000% of the reference amount USD 103248.00.","concentration triggered info on hhi_concentration,top_tier_share; reference-pattern labels: market_concentration,same_theme_repeated_positions",2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=-; reference_similarity=0.50,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260711_043000_c4915e2197ca,2026-07-11T04:30:00Z,0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,politics,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,2,high,market_move,absolute_midpoint_change,30376363330435.723,1.0,0.1735,0.8265,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=30376363330435.72; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.1735-0.8265; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260712_043000_99ab9e8ce0da,2026-07-12T04:30:00Z,0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,Will Josh Shapiro win the 2028 Democratic presidential nomination?,politics,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,2,high,market_move,absolute_midpoint_change,37801696588987.59,1.0,0.0505,0.9495,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=37801696588987.59; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0505-0.9495; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260712_043000_ca862e76e221,2026-07-12T04:30:00Z,0xe6bcc2f1dd025ce5e1833190f7c60a71171c94f805df55b9ab0ded695ec93565,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,politics,will-alexandria-ocasio-cortez-win-the-2028-democratic-presidential-nomination-653,2,high,market_move,absolute_midpoint_change,72903271993047.36,1.0,0.1735,0.8265,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=72903271993047.36; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.1735-0.8265; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260713_043000_5b68f4fe078f,2026-07-13T04:30:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,Xi Jinping out before 2027?,politics,xi-jinping-out-before-2027,2,high,market_move,absolute_midpoint_change,97204362657396.48,0.666667,0.0445,0.9555,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=97204362657396.48; max_percentile=0.67; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0445-0.9555; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260716_043000_2a51690b697d,2026-07-16T04:30:00Z,0xa467b14d51f01b957109d9cbb1d6c124fab2a089d52ed8f471d23c2812e743b7,Xi Jinping out before 2027?,politics,xi-jinping-out-before-2027,1,info,market_move,absolute_midpoint_change,1.348982,1.0,0.0445,0.9555,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=info; max_robust_z=1.35; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered info on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,1 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0445-0.9555; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260720_043000_b781d9823e21,2026-07-20T04:30:00Z,0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,Will Josh Shapiro win the 2028 Democratic presidential nomination?,politics,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,2,high,market_move,absolute_midpoint_change,18225817998262.51,1.0,0.0505,0.9495,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=18225817998262.51; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0505-0.9495; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260721_043000_c2eb7db7da29,2026-07-21T04:30:00Z,0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,politics,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,2,high,market_move,absolute_midpoint_change,18225817998261.164,1.0,0.0545,0.9455,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=18225817998261.16; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0545-0.9455; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260722_043000_41bdb9feb2bb,2026-07-22T04:30:00Z,0xd65891729ce093cc12236856837eba1a0872fc7998fd4294c21346f7db68079c,Will Josh Shapiro win the 2028 Democratic presidential nomination?,politics,will-josh-shapiro-win-the-2028-democratic-presidential-nomination-977,2,high,market_move,absolute_midpoint_change,6075272666087.279,1.0,0.0505,0.9495,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=high; max_robust_z=6075272666087.28; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered high on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,2 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0505-0.9495; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
monitor_candidate_20260724_043000_11dc0d761c87,2026-07-24T04:30:00Z,0x4c325469d9b516ef4e6b8f73a81a12607dec075e3c2fd454f91765aaeafc4760,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,politics,will-pete-buttigieg-win-the-2028-democratic-presidential-nomination-687,1,info,market_move,absolute_midpoint_change,0.674491,1.0,0.0545,0.9455,0,0,0.0,0.0,0.0,reference_scale_unknown,0.0,0.0,max_severity=info; max_robust_z=0.67; max_percentile=1.00; families=market_move; metrics=absolute_midpoint_change,observed_amount_usd=0.00; active_wallets=0; trade_count=0; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,observed_amount_usd=0.00; no comparable reference amount is available for the best reference case.,single_wallet_single_trade,coordination_label=single_wallet_single_trade; active_wallets=0; trade_count=0; total_amount_usd=0.00; amount_per_wallet_usd=0.00; amount_per_trade_usd=0.00,insider-risk watch cue: weak or incomplete evidence,0.0,not_available,0.0,not_available,not_available,same_theme_repeated_positions,iran_cluster_2026_bubblemaps_reported,0.166667,same_theme_repeated_positions,Marked because neutral reference-pattern labels were triggered.,No wallet-amount metric triggered for this candidate.,No concentration metric triggered for this candidate.,"Reference overlap 0.2 against iran_cluster_2026_bubblemaps_reported means the candidate shares 1 neutral pattern label(s): same_theme_repeated_positions. It does not mean same wallet, same amount, same event, same outcome, or misconduct; it is only a review shortcut.",market_move triggered info on absolute_midpoint_change; reference-pattern labels: same_theme_repeated_positions,1 non-none monitor rows; active_wallets=0; trade_count=0; observed_amount_usd=0.00; midpoint_range=0.0545-0.9455; reference_similarity=0.17,manual Polymarket market page review; independent news/event timestamp check; repeat-bucket confirmation; directional position or exit data; reviewed event candidate mapping,medium,Check whether the same pattern repeats in the next bounded bucket.,needs_human_review,"Insider-risk review candidate for human review only; not proof, not a computed insider label, not a causal claim, and not a trading signal.","Uses aggregate local monitor artifacts only and contains no wallet addresses, order instructions, PnL, or claim of misconduct.",monitor_v2_polymarket_rolling_alert_rows.csv;monitor_reference_candidate_similarity_summary.csv;monitor_v2_polymarket_live_watchlist.csv
