event_id,event_date,title,event_type,source_url,market_id,event_window_label,baseline_window_label,anomaly_type,tier,metric_name,event_window_days,observed_day_count,baseline_observations,max_observed_value,max_z_score,max_percentile_rank,anomaly_day_count,source_artifact,limitation,claim_scope
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,market_move_anomaly,market,absolute_price_change,5,5,23,0.08000000000000007,6.100659399833918,1.0,1,data/thesis.db:polymarket_prices,daily market price changes only,descriptive_historical_anomaly_diagnostic
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,top_tier_concentration_anomaly,all_tiers,tier_1_total_amount_share,5,5,23,0.8711830745460002,1.2709256951920727,0.9565217391304348,1,data/results/h3_tiered_wallet_activity_daily.csv,"concentration of observed tier activity, not wallet performance",descriptive_historical_anomaly_diagnostic
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_1_top_1pct,log1p_total_amount_usd,5,5,23,14.449087779837587,2.1412192727995216,1.0,2,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_2_top_5pct,log1p_total_amount_usd,5,5,23,12.414227866106934,0.9508262160063947,1.0,1,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_3_top_10pct,log1p_total_amount_usd,5,5,23,11.905340646313867,0.9598105274933519,0.9565217391304348,1,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_15_vance_vp_pick,2024-07-15,Trump selects JD Vance as running mate,candidate_change,https://www.axios.com/2024/07/15/trump-jd-vance-vice-president,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_4_observed_baseline,log1p_total_amount_usd,5,5,23,12.551530597700605,1.6104368826630793,1.0,2,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_1_top_1pct,active_wallets,5,5,23,9.0,5.272214586755129,1.0,4,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_2_top_5pct,active_wallets,5,5,23,10.0,5.203531541782859,1.0,4,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_3_top_10pct,active_wallets,5,5,23,6.0,2.9495504783468465,0.9565217391304348,3,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_4_observed_baseline,active_wallets,5,5,23,48.0,13.682364234868196,1.0,4,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,market_move_anomaly,market,absolute_price_change,5,5,23,0.030000000000000027,1.5701379981814763,0.9130434782608695,0,data/thesis.db:polymarket_prices,daily market price changes only,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,top_tier_concentration_anomaly,all_tiers,tier_1_total_amount_share,5,5,23,0.7961144112945121,0.4885654909004653,0.5652173913043478,0,data/results/h3_tiered_wallet_activity_daily.csv,"concentration of observed tier activity, not wallet performance",descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_1_top_1pct,log1p_total_amount_usd,5,5,23,15.323955659344392,3.4974751927711796,1.0,4,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_2_top_5pct,log1p_total_amount_usd,5,5,23,13.155123057037535,1.238862839766136,1.0,4,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_3_top_10pct,log1p_total_amount_usd,5,5,23,12.849425180480456,1.1164355446441823,1.0,2,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_07_21_biden_withdrawal,2024-07-21,Biden withdraws and backs Harris,candidate_change,https://www.axios.com/2024/07/22/biden-social-media-post-drop-out,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,wallet_tier_amount_anomaly,tier_4_observed_baseline,log1p_total_amount_usd,5,5,23,13.911648846660853,3.1041569296484335,1.0,5,data/results/h3_tiered_wallet_activity_daily.csv,BUY-only observed wallet activity extract,descriptive_historical_anomaly_diagnostic
evt_2024_08_06_walz_vp_pick,2024-08-06,Harris selects Tim Walz as running mate,candidate_change,https://www.upi.com/Top_News/US/2024/08/06/kamala-harris-vice-president-tim-walz/3061722952420/,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_1_top_1pct,active_wallets,5,5,23,8.0,1.6540560779895686,0.9565217391304348,1,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_08_06_walz_vp_pick,2024-08-06,Harris selects Tim Walz as running mate,candidate_change,https://www.upi.com/Top_News/US/2024/08/06/kamala-harris-vice-president-tim-walz/3061722952420/,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_2_top_5pct,active_wallets,5,5,23,9.0,1.8865499429112311,0.9565217391304348,2,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_08_06_walz_vp_pick,2024-08-06,Harris selects Tim Walz as running mate,candidate_change,https://www.upi.com/Top_News/US/2024/08/06/kamala-harris-vice-president-tim-walz/3061722952420/,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_3_top_10pct,active_wallets,5,5,23,6.0,1.469434670066966,1.0,1,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_08_06_walz_vp_pick,2024-08-06,Harris selects Tim Walz as running mate,candidate_change,https://www.upi.com/Top_News/US/2024/08/06/kamala-harris-vice-president-tim-walz/3061722952420/,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,active_wallet_anomaly,tier_4_observed_baseline,active_wallets,5,5,23,22.0,0.5637131693063744,0.7391304347826086,0,data/results/h3_tiered_wallet_activity_daily.csv,aggregate tier count only; no wallet-address output,descriptive_historical_anomaly_diagnostic
evt_2024_08_06_walz_vp_pick,2024-08-06,Harris selects Tim Walz as running mate,candidate_change,https://www.upi.com/Top_News/US/2024/08/06/kamala-harris-vice-president-tim-walz/3061722952420/,,event_minus_1d_to_plus_3d,baseline_minus_30d_to_minus_8d,market_move_anomaly,market,absolute_price_change,5,5,23,0.030000000000000027,0.6026283705023695,0.9130434782608695,0,data/thesis.db:polymarket_prices,daily market price changes only,descriptive_historical_anomaly_diagnostic
