date,tier,trade_rows,active_wallets,total_amount_usd,buy_amount_usd,sell_amount_usd,net_amount_usd
2024-03-22,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-03-23,tier_1_top_1pct,20,3,537968.568198,537968.568198,0.0,537968.568198
2024-03-23,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-03-23,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-23,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-03-24,tier_1_top_1pct,10,2,331854.10818,331854.10818,0.0,331854.10818
2024-03-24,tier_2_top_5pct,1,1,11352.0,11352.0,0.0,11352.0
2024-03-24,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-24,tier_4_observed_baseline,1,1,11311.96768,11311.96768,0.0,11311.96768
2024-03-25,tier_1_top_1pct,4,1,82241.1424,82241.1424,0.0,82241.1424
2024-03-25,tier_2_top_5pct,1,1,14098.155,14098.155,0.0,14098.155
2024-03-25,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-25,tier_4_observed_baseline,1,1,16549.835,16549.835,0.0,16549.835
2024-03-26,tier_1_top_1pct,27,4,810471.6583070001,810471.6583070001,0.0,810471.6583070001
2024-03-26,tier_2_top_5pct,1,1,10504.9,10504.9,0.0,10504.9
2024-03-26,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-26,tier_4_observed_baseline,4,3,89541.026954,89541.026954,0.0,89541.026954
2024-03-27,tier_1_top_1pct,8,2,170015.9118,170015.9118,0.0,170015.9118
2024-03-27,tier_2_top_5pct,1,1,24950.0,24950.0,0.0,24950.0
2024-03-27,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-27,tier_4_observed_baseline,1,1,10800.0,10800.0,0.0,10800.0
2024-03-28,tier_1_top_1pct,13,5,311380.576734,311380.576734,0.0,311380.576734
2024-03-28,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-03-28,tier_3_top_10pct,1,1,16200.0,16200.0,0.0,16200.0
2024-03-28,tier_4_observed_baseline,1,1,24445.71,24445.71,0.0,24445.71
2024-03-29,tier_1_top_1pct,7,1,266165.38846,266165.38846,0.0,266165.38846
2024-03-29,tier_2_top_5pct,3,3,81406.17253899999,81406.17253899999,0.0,81406.17253899999
2024-03-29,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-29,tier_4_observed_baseline,2,2,34539.770521,34539.770521,0.0,34539.770521
2024-03-30,tier_1_top_1pct,5,2,161657.5272,161657.5272,0.0,161657.5272
2024-03-30,tier_2_top_5pct,2,2,393399.55980000005,393399.55980000005,0.0,393399.55980000005
2024-03-30,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-03-30,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-03-31,tier_1_top_1pct,3,1,62700.718794,62700.718794,0.0,62700.718794
2024-03-31,tier_2_top_5pct,3,3,53289.31055,53289.31055,0.0,53289.31055
2024-03-31,tier_3_top_10pct,4,2,77527.26465699999,77527.26465699999,0.0,77527.26465699999
2024-03-31,tier_4_observed_baseline,2,2,28663.141596,28663.141596,0.0,28663.141596
2024-04-01,tier_1_top_1pct,10,1,365995.210979,365995.210979,0.0,365995.210979
2024-04-01,tier_2_top_5pct,2,2,41924.617071,41924.617071,0.0,41924.617071
2024-04-01,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-01,tier_4_observed_baseline,3,2,60673.794546,60673.794546,0.0,60673.794546
2024-04-02,tier_1_top_1pct,2,2,28500.0,28500.0,0.0,28500.0
2024-04-02,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-02,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-02,tier_4_observed_baseline,1,1,18468.833413,18468.833413,0.0,18468.833413
2024-04-03,tier_1_top_1pct,16,1,514700.98061,514700.98061,0.0,514700.98061
2024-04-03,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-03,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-03,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-04,tier_1_top_1pct,10,1,279588.091699,279588.091699,0.0,279588.091699
2024-04-04,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-04,tier_3_top_10pct,1,1,14250.0,14250.0,0.0,14250.0
2024-04-04,tier_4_observed_baseline,2,2,25983.2316,25983.2316,0.0,25983.2316
2024-04-05,tier_1_top_1pct,6,1,111743.958785,111743.958785,0.0,111743.958785
2024-04-05,tier_2_top_5pct,1,1,19620.0,19620.0,0.0,19620.0
2024-04-05,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-05,tier_4_observed_baseline,1,1,36510.88,36510.88,0.0,36510.88
2024-04-06,tier_1_top_1pct,1,1,12068.439998,12068.439998,0.0,12068.439998
2024-04-06,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-06,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-06,tier_4_observed_baseline,1,1,11719.0945,11719.0945,0.0,11719.0945
2024-04-07,tier_1_top_1pct,7,2,108779.36671,108779.36671,0.0,108779.36671
2024-04-07,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-07,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-07,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-08,tier_1_top_1pct,11,2,321715.85218,321715.85218,0.0,321715.85218
2024-04-08,tier_2_top_5pct,1,1,48150.0,48150.0,0.0,48150.0
2024-04-08,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-08,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-09,tier_1_top_1pct,4,1,108098.895416,108098.895416,0.0,108098.895416
2024-04-09,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-09,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-09,tier_4_observed_baseline,2,2,36690.826400000005,36690.826400000005,0.0,36690.826400000005
2024-04-10,tier_1_top_1pct,8,2,154508.97,154508.97,0.0,154508.97
2024-04-10,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-10,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-10,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-11,tier_1_top_1pct,6,2,98704.6168,98704.6168,0.0,98704.6168
2024-04-11,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-11,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-11,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-12,tier_1_top_1pct,5,2,253814.3128,253814.3128,0.0,253814.3128
2024-04-12,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-12,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-12,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-13,tier_1_top_1pct,2,2,45277.5,45277.5,0.0,45277.5
2024-04-13,tier_2_top_5pct,1,1,10899.891,10899.891,0.0,10899.891
2024-04-13,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-13,tier_4_observed_baseline,1,1,13227.4314,13227.4314,0.0,13227.4314
2024-04-14,tier_1_top_1pct,2,1,30818.8304,30818.8304,0.0,30818.8304
2024-04-14,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-14,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-14,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-15,tier_1_top_1pct,1,1,49987.718,49987.718,0.0,49987.718
2024-04-15,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-15,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-15,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-16,tier_1_top_1pct,9,2,189405.876,189405.876,0.0,189405.876
2024-04-16,tier_2_top_5pct,1,1,12705.225,12705.225,0.0,12705.225
2024-04-16,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-16,tier_4_observed_baseline,2,1,35427.828438,35427.828438,0.0,35427.828438
2024-04-17,tier_1_top_1pct,8,1,193017.53052899998,193017.53052899998,0.0,193017.53052899998
2024-04-17,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-17,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-17,tier_4_observed_baseline,1,1,10582.5,10582.5,0.0,10582.5
2024-04-18,tier_1_top_1pct,11,2,343707.72332,343707.72332,0.0,343707.72332
2024-04-18,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-18,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-18,tier_4_observed_baseline,2,2,23264.889300000003,23264.889300000003,0.0,23264.889300000003
2024-04-19,tier_1_top_1pct,9,1,158443.059909,158443.059909,0.0,158443.059909
2024-04-19,tier_2_top_5pct,3,2,46983.775,46983.775,0.0,46983.775
2024-04-19,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-19,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-20,tier_1_top_1pct,2,1,30657.568001,30657.568001,0.0,30657.568001
2024-04-20,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-20,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-20,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-21,tier_1_top_1pct,5,2,63259.701199999996,63259.701199999996,0.0,63259.701199999996
2024-04-21,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-21,tier_3_top_10pct,1,1,14355.0,14355.0,0.0,14355.0
2024-04-21,tier_4_observed_baseline,2,1,31154.445,31154.445,0.0,31154.445
2024-04-22,tier_1_top_1pct,6,2,134777.761598,134777.761598,0.0,134777.761598
2024-04-22,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-22,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-22,tier_4_observed_baseline,1,1,11523.770399,11523.770399,0.0,11523.770399
2024-04-23,tier_1_top_1pct,1,1,13200.0,13200.0,0.0,13200.0
2024-04-23,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-23,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-23,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-24,tier_1_top_1pct,19,2,424564.33929800004,424564.33929800004,0.0,424564.33929800004
2024-04-24,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-24,tier_3_top_10pct,1,1,12750.0,12750.0,0.0,12750.0
2024-04-24,tier_4_observed_baseline,1,1,18253.5805,18253.5805,0.0,18253.5805
2024-04-25,tier_1_top_1pct,9,2,135101.73318,135101.73318,0.0,135101.73318
2024-04-25,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-25,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-25,tier_4_observed_baseline,1,1,14621.7,14621.7,0.0,14621.7
2024-04-26,tier_1_top_1pct,13,1,240385.589999,240385.589999,0.0,240385.589999
2024-04-26,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-26,tier_3_top_10pct,1,1,14764.0482,14764.0482,0.0,14764.0482
2024-04-26,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-27,tier_1_top_1pct,4,2,64956.703995,64956.703995,0.0,64956.703995
2024-04-27,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-27,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-27,tier_4_observed_baseline,1,1,15500.0,15500.0,0.0,15500.0
2024-04-28,tier_1_top_1pct,4,2,138564.815347,138564.815347,0.0,138564.815347
2024-04-28,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-28,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-28,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-04-29,tier_1_top_1pct,4,1,57974.89501,57974.89501,0.0,57974.89501
2024-04-29,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-04-29,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-29,tier_4_observed_baseline,1,1,11304.0,11304.0,0.0,11304.0
2024-04-30,tier_1_top_1pct,17,1,951542.051208,951542.051208,0.0,951542.051208
2024-04-30,tier_2_top_5pct,1,1,10330.686,10330.686,0.0,10330.686
2024-04-30,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-04-30,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-01,tier_1_top_1pct,33,4,865491.313291,865491.313291,0.0,865491.313291
2024-05-01,tier_2_top_5pct,3,3,49079.0,49079.0,0.0,49079.0
2024-05-01,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-01,tier_4_observed_baseline,3,2,80545.4921,80545.4921,0.0,80545.4921
2024-05-02,tier_1_top_1pct,6,2,166191.696669,166191.696669,0.0,166191.696669
2024-05-02,tier_2_top_5pct,1,1,10600.0,10600.0,0.0,10600.0
2024-05-02,tier_3_top_10pct,1,1,26500.0,26500.0,0.0,26500.0
2024-05-02,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-03,tier_1_top_1pct,7,2,239126.673298,239126.673298,0.0,239126.673298
2024-05-03,tier_2_top_5pct,2,2,34644.54384,34644.54384,0.0,34644.54384
2024-05-03,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-03,tier_4_observed_baseline,1,1,29615.139,29615.139,0.0,29615.139
2024-05-04,tier_1_top_1pct,4,3,135710.0,135710.0,0.0,135710.0
2024-05-04,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-04,tier_3_top_10pct,1,1,13350.0,13350.0,0.0,13350.0
2024-05-04,tier_4_observed_baseline,1,1,14577.0,14577.0,0.0,14577.0
2024-05-05,tier_1_top_1pct,17,2,679276.3543710001,679276.3543710001,0.0,679276.3543710001
2024-05-05,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-05,tier_3_top_10pct,2,2,46522.5804,46522.5804,0.0,46522.5804
2024-05-05,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-06,tier_1_top_1pct,3,2,126761.463188,126761.463188,0.0,126761.463188
2024-05-06,tier_2_top_5pct,1,1,17004.1851,17004.1851,0.0,17004.1851
2024-05-06,tier_3_top_10pct,2,1,32750.0,32750.0,0.0,32750.0
2024-05-06,tier_4_observed_baseline,2,2,23328.132185000002,23328.132185000002,0.0,23328.132185000002
2024-05-07,tier_1_top_1pct,2,1,22346.85972,22346.85972,0.0,22346.85972
2024-05-07,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-07,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-07,tier_4_observed_baseline,2,2,47051.2,47051.2,0.0,47051.2
2024-05-08,tier_1_top_1pct,8,1,654552.379,654552.379,0.0,654552.379
2024-05-08,tier_2_top_5pct,1,1,14160.0,14160.0,0.0,14160.0
2024-05-08,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-08,tier_4_observed_baseline,2,2,24688.333333000002,24688.333333000002,0.0,24688.333333000002
2024-05-09,tier_1_top_1pct,14,3,465460.266599,465460.266599,0.0,465460.266599
2024-05-09,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-09,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-09,tier_4_observed_baseline,1,1,14010.0,14010.0,0.0,14010.0
2024-05-10,tier_1_top_1pct,2,1,52554.5973,52554.5973,0.0,52554.5973
2024-05-10,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-10,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-10,tier_4_observed_baseline,1,1,19740.0,19740.0,0.0,19740.0
2024-05-11,tier_1_top_1pct,7,1,126601.29929,126601.29929,0.0,126601.29929
2024-05-11,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-11,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-11,tier_4_observed_baseline,2,2,27041.1673,27041.1673,0.0,27041.1673
2024-05-12,tier_1_top_1pct,5,1,129351.877997,129351.877997,0.0,129351.877997
2024-05-12,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-12,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-12,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-13,tier_1_top_1pct,22,3,402901.323197,402901.323197,0.0,402901.323197
2024-05-13,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-13,tier_3_top_10pct,2,1,45355.5175,45355.5175,0.0,45355.5175
2024-05-13,tier_4_observed_baseline,4,2,47261.992293999996,47261.992293999996,0.0,47261.992293999996
2024-05-14,tier_1_top_1pct,2,1,33810.0,33810.0,0.0,33810.0
2024-05-14,tier_2_top_5pct,1,1,15206.481,15206.481,0.0,15206.481
2024-05-14,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-14,tier_4_observed_baseline,1,1,22747.808589,22747.808589,0.0,22747.808589
2024-05-15,tier_1_top_1pct,9,2,151756.8475,151756.8475,0.0,151756.8475
2024-05-15,tier_2_top_5pct,1,1,14775.0,14775.0,0.0,14775.0
2024-05-15,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-15,tier_4_observed_baseline,2,2,39970.775,39970.775,0.0,39970.775
2024-05-16,tier_1_top_1pct,8,2,136803.781213,136803.781213,0.0,136803.781213
2024-05-16,tier_2_top_5pct,1,1,14115.0,14115.0,0.0,14115.0
2024-05-16,tier_3_top_10pct,2,2,178715.1301,178715.1301,0.0,178715.1301
2024-05-16,tier_4_observed_baseline,4,4,68188.35505,68188.35505,0.0,68188.35505
2024-05-17,tier_1_top_1pct,7,2,204048.734598,204048.734598,0.0,204048.734598
2024-05-17,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-17,tier_3_top_10pct,2,2,38533.539600000004,38533.539600000004,0.0,38533.539600000004
2024-05-17,tier_4_observed_baseline,2,2,38940.0,38940.0,0.0,38940.0
2024-05-18,tier_1_top_1pct,3,2,81032.673999,81032.673999,0.0,81032.673999
2024-05-18,tier_2_top_5pct,1,1,37240.0,37240.0,0.0,37240.0
2024-05-18,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-18,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-19,tier_1_top_1pct,3,1,48257.683148,48257.683148,0.0,48257.683148
2024-05-19,tier_2_top_5pct,1,1,36310.3956,36310.3956,0.0,36310.3956
2024-05-19,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-19,tier_4_observed_baseline,1,1,12654.633333,12654.633333,0.0,12654.633333
2024-05-20,tier_1_top_1pct,12,3,284051.4961,284051.4961,0.0,284051.4961
2024-05-20,tier_2_top_5pct,1,1,78514.826666,78514.826666,0.0,78514.826666
2024-05-20,tier_3_top_10pct,1,1,13950.0,13950.0,0.0,13950.0
2024-05-20,tier_4_observed_baseline,4,3,61969.295,61969.295,0.0,61969.295
2024-05-21,tier_1_top_1pct,7,2,242643.452,242643.452,0.0,242643.452
2024-05-21,tier_2_top_5pct,2,1,41853.387592,41853.387592,0.0,41853.387592
2024-05-21,tier_3_top_10pct,2,2,33193.1553,33193.1553,0.0,33193.1553
2024-05-21,tier_4_observed_baseline,7,5,80829.844732,80829.844732,0.0,80829.844732
2024-05-22,tier_1_top_1pct,9,2,226342.236599,226342.236599,0.0,226342.236599
2024-05-22,tier_2_top_5pct,1,1,20754.84033,20754.84033,0.0,20754.84033
2024-05-22,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-22,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-23,tier_1_top_1pct,9,4,143854.060899,143854.060899,0.0,143854.060899
2024-05-23,tier_2_top_5pct,6,5,99650.699802,99650.699802,0.0,99650.699802
2024-05-23,tier_3_top_10pct,3,1,48053.019033000004,48053.019033000004,0.0,48053.019033000004
2024-05-23,tier_4_observed_baseline,17,14,317012.448,317012.448,0.0,317012.448
2024-05-24,tier_1_top_1pct,16,2,223506.276056,223506.276056,0.0,223506.276056
2024-05-24,tier_2_top_5pct,1,1,43912.0,43912.0,0.0,43912.0
2024-05-24,tier_3_top_10pct,1,1,12150.0,12150.0,0.0,12150.0
2024-05-24,tier_4_observed_baseline,4,4,54928.355773999996,54928.355773999996,0.0,54928.355773999996
2024-05-25,tier_1_top_1pct,3,1,60896.359999,60896.359999,0.0,60896.359999
2024-05-25,tier_2_top_5pct,1,1,14916.2598,14916.2598,0.0,14916.2598
2024-05-25,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-25,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-05-26,tier_1_top_1pct,3,1,50008.066,50008.066,0.0,50008.066
2024-05-26,tier_2_top_5pct,1,1,13909.11724,13909.11724,0.0,13909.11724
2024-05-26,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-26,tier_4_observed_baseline,1,1,19051.0552,19051.0552,0.0,19051.0552
2024-05-27,tier_1_top_1pct,5,1,118345.21599900001,118345.21599900001,0.0,118345.21599900001
2024-05-27,tier_2_top_5pct,1,1,22516.99021,22516.99021,0.0,22516.99021
2024-05-27,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-27,tier_4_observed_baseline,9,8,130968.587257,130968.587257,0.0,130968.587257
2024-05-28,tier_1_top_1pct,10,3,1036414.471667,1036414.471667,0.0,1036414.471667
2024-05-28,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-28,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-28,tier_4_observed_baseline,4,4,76072.94777,76072.94777,0.0,76072.94777
2024-05-29,tier_1_top_1pct,5,2,166128.560971,166128.560971,0.0,166128.560971
2024-05-29,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-29,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-05-29,tier_4_observed_baseline,6,6,114937.160222,114937.160222,0.0,114937.160222
2024-05-30,tier_1_top_1pct,8,1,125465.309121,125465.309121,0.0,125465.309121
2024-05-30,tier_2_top_5pct,1,1,45364.76982,45364.76982,0.0,45364.76982
2024-05-30,tier_3_top_10pct,1,1,19940.0,19940.0,0.0,19940.0
2024-05-30,tier_4_observed_baseline,2,2,35676.976200000005,35676.976200000005,0.0,35676.976200000005
2024-05-31,tier_1_top_1pct,7,2,126455.053577,126455.053577,0.0,126455.053577
2024-05-31,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-05-31,tier_3_top_10pct,1,1,38605.653,38605.653,0.0,38605.653
2024-05-31,tier_4_observed_baseline,1,1,14639.86214,14639.86214,0.0,14639.86214
2024-06-01,tier_1_top_1pct,13,2,260089.705074,260089.705074,0.0,260089.705074
2024-06-01,tier_2_top_5pct,1,1,14298.0814,14298.0814,0.0,14298.0814
2024-06-01,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-01,tier_4_observed_baseline,2,2,32907.090017,32907.090017,0.0,32907.090017
2024-06-02,tier_1_top_1pct,3,2,122224.82999299999,122224.82999299999,0.0,122224.82999299999
2024-06-02,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-02,tier_3_top_10pct,2,1,55948.5535,55948.5535,0.0,55948.5535
2024-06-02,tier_4_observed_baseline,4,4,68960.631196,68960.631196,0.0,68960.631196
2024-06-03,tier_1_top_1pct,6,1,106934.54272,106934.54272,0.0,106934.54272
2024-06-03,tier_2_top_5pct,2,1,25825.670833,25825.670833,0.0,25825.670833
2024-06-03,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-03,tier_4_observed_baseline,4,4,52251.606143,52251.606143,0.0,52251.606143
2024-06-04,tier_1_top_1pct,10,1,404514.470729,404514.470729,0.0,404514.470729
2024-06-04,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-04,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-04,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-06-05,tier_1_top_1pct,18,3,585129.931107,585129.931107,0.0,585129.931107
2024-06-05,tier_2_top_5pct,2,2,31740.2084,31740.2084,0.0,31740.2084
2024-06-05,tier_3_top_10pct,6,4,187017.0,187017.0,0.0,187017.0
2024-06-05,tier_4_observed_baseline,15,13,300468.572092,300468.572092,0.0,300468.572092
2024-06-06,tier_1_top_1pct,14,2,315348.794029,315348.794029,0.0,315348.794029
2024-06-06,tier_2_top_5pct,2,2,40146.6073,40146.6073,0.0,40146.6073
2024-06-06,tier_3_top_10pct,2,1,75396.026363,75396.026363,0.0,75396.026363
2024-06-06,tier_4_observed_baseline,9,9,233131.776578,233131.776578,0.0,233131.776578
2024-06-07,tier_1_top_1pct,4,1,123003.96719299999,123003.96719299999,0.0,123003.96719299999
2024-06-07,tier_2_top_5pct,1,1,14441.6747,14441.6747,0.0,14441.6747
2024-06-07,tier_3_top_10pct,1,1,10500.0,10500.0,0.0,10500.0
2024-06-07,tier_4_observed_baseline,5,5,78332.753332,78332.753332,0.0,78332.753332
2024-06-08,tier_1_top_1pct,5,1,96326.139997,96326.139997,0.0,96326.139997
2024-06-08,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-08,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-08,tier_4_observed_baseline,2,2,27465.0,27465.0,0.0,27465.0
2024-06-09,tier_1_top_1pct,4,2,142090.757857,142090.757857,0.0,142090.757857
2024-06-09,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-09,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-09,tier_4_observed_baseline,1,1,26240.13,26240.13,0.0,26240.13
2024-06-10,tier_1_top_1pct,7,2,189129.88845600002,189129.88845600002,0.0,189129.88845600002
2024-06-10,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-10,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-10,tier_4_observed_baseline,0,0,0.0,0.0,0.0,0.0
2024-06-11,tier_1_top_1pct,9,2,143523.203875,143523.203875,0.0,143523.203875
2024-06-11,tier_2_top_5pct,4,2,70664.732,70664.732,0.0,70664.732
2024-06-11,tier_3_top_10pct,1,1,16050.0655,16050.0655,0.0,16050.0655
2024-06-11,tier_4_observed_baseline,4,3,55157.7658,55157.7658,0.0,55157.7658
2024-06-12,tier_1_top_1pct,18,4,440212.268677,440212.268677,0.0,440212.268677
2024-06-12,tier_2_top_5pct,1,1,39960.0,39960.0,0.0,39960.0
2024-06-12,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-12,tier_4_observed_baseline,7,7,115245.90269,115245.90269,0.0,115245.90269
2024-06-13,tier_1_top_1pct,15,2,303073.491494,303073.491494,0.0,303073.491494
2024-06-13,tier_2_top_5pct,0,0,0.0,0.0,0.0,0.0
2024-06-13,tier_3_top_10pct,0,0,0.0,0.0,0.0,0.0
2024-06-13,tier_4_observed_baseline,4,4,53978.673293,53978.673293,0.0,53978.673293
