case_id,case_type,pattern_label,feature_status,fact_source,reason,evidence_status,claim_scope,requires_human_review
monitor_shadow_candidate_20260522_213000_aee3a75a2053,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aee3a75a2053,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_eec80e29aef3,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_56b3ee6d79c7,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_b5b96a4fdd43,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_361c870eb44d,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_aa1442c29155,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213000_03a58458a7b5,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_e2c8314bd379,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_b5aac2dd2978,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d13522024424,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a647722c72b7,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_a0ff2777b3e7,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_8f8a08602db2,monitor_shadow_percentile_candidate,same_theme_repeated_positions,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,large_trade_flow,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,market_concentration,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,event_proximity,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,fresh_wallet_or_short_history,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,cluster_link_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,shared_funding_reported,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
monitor_shadow_candidate_20260522_213500_d785c247979e,monitor_shadow_percentile_candidate,high_reported_win_rate,unknown,unknown,not triggered by diagnostic shadow candidate inputs,candidate,diagnostic_sensitivity_review_only,True
