observed_at_utc,poll_id,poll_published_at_utc,window_start_utc,window_end_utc,token_id,yes_probability,source_name,source_url
2026-05-04T20:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-04T21:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-04T22:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-04T23:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T00:00:19Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T01:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T02:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T03:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T04:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T05:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T06:00:17Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T07:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T08:00:05Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T09:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T10:00:05Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.375,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T11:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T12:00:10Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T13:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T14:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T15:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T16:00:18Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T17:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T18:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T19:00:05Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T20:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T21:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T22:00:18Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-05T23:00:05Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T00:00:10Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T01:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T02:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T03:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T04:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T05:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T06:00:20Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T07:00:10Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T08:00:05Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T09:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T10:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T11:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T12:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T13:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T14:00:10Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T15:00:10Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T16:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T17:00:09Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T18:00:08Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T19:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T20:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T21:00:57Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T22:00:06Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.37,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-06T23:00:07Z,yougov_2026_w1,2026-05-05T00:00:00Z,2026-05-04T00:00:00Z,2026-05-07T00:00:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.365,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T04:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T05:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T06:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T07:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.38,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T08:00:21Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T09:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T10:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T11:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T12:00:18Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T13:00:04Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T14:00:17Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T15:00:20Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.385,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T16:00:04Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T17:00:10Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T18:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T19:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T20:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.395,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T21:00:08Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T22:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.4,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-07T23:00:19Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T00:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T01:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T02:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T03:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T04:00:04Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T05:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T06:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.405,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T07:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.425,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T08:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T09:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T10:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T11:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T12:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T13:00:04Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T14:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T15:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T16:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T17:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T18:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T19:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.425,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T20:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.445,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T21:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.43,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T22:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-08T23:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T00:00:24Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T01:00:09Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.42,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T02:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.425,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T03:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.415,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T04:00:05Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.41,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T05:00:06Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.41,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T06:00:08Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.425,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
2026-05-09T07:00:07Z,srg_gfs_bern_2026_w1,2026-05-08T03:56:00Z,2026-05-07T03:56:00Z,2026-05-10T03:56:00Z,110415947867502851823417163135703780640916104008376308987909133787379806125789,0.41,polymarket_clob_prices_history,https://clob.polymarket.com/prices-history
