timestamp_utc,market_id,tier,anomaly_family,metric_name,observed_value,baseline_window,baseline_observations,rolling_median,rolling_mad,robust_z,rolling_percentile_rank,severity,status,event_candidate_id,event_review_status,evidence_refs,limitation,review_status,claim_scope
2024-10-06T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.003999999999999948,last_30_completed_observations,30,0.005249999999999977,0.0030000000000000027,-0.2810378164485876,0.4,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-07T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.006000000000000005,last_30_completed_observations,30,0.005249999999999977,0.0027500000000000024,0.1839520253118055,0.6333333333333333,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-08T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.03200000000000003,last_30_completed_observations,30,0.005249999999999977,0.0025000000000000022,7.217051126399576,1.0,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-09T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.010499999999999954,last_30_completed_observations,30,0.005250000000000005,0.0027500000000000024,1.2876641771825772,0.8,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-10T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0044999999999999485,last_30_completed_observations,30,0.005250000000000005,0.0027500000000000024,-0.18395202531181232,0.4666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-11T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.02100000000000002,last_30_completed_observations,30,0.0047499999999999765,0.0027500000000000024,3.9856272150889787,0.9333333333333333,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-12T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.014000000000000012,last_30_completed_observations,30,0.005250000000000005,0.0027500000000000024,2.1461069619709847,0.9,watch,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-13T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.009000000000000008,last_30_completed_observations,30,0.005250000000000005,0.0027500000000000024,0.9197601265589935,0.7333333333333333,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-14T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.010000000000000009,last_30_completed_observations,30,0.005750000000000005,0.003250000000000003,0.8820263777770861,0.7666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-15T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.01100000000000001,last_30_completed_observations,30,0.006000000000000005,0.003250000000000003,1.0376780915024542,0.8,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-16T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.026000000000000023,last_30_completed_observations,30,0.006000000000000005,0.003500000000000003,3.8542329112948295,0.9666666666666667,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-17T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.009000000000000008,last_30_completed_observations,30,0.006750000000000006,0.0034999999999999754,0.4336012025206718,0.6333333333333333,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-18T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.03300000000000003,last_30_completed_observations,30,0.007500000000000007,0.003500000000000031,4.914146961900869,1.0,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-19T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.019000000000000017,last_30_completed_observations,30,0.007500000000000007,0.003500000000000031,2.2161839239945094,0.8666666666666667,info,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-20T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0010000000000000009,last_30_completed_observations,30,0.007500000000000007,0.003500000000000031,-1.2526256961708098,0.06666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-21T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.006000000000000005,last_30_completed_observations,30,0.007500000000000007,0.003500000000000031,-0.28906746834710995,0.4666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-22T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.04249999999999998,last_30_completed_observations,30,0.006750000000000006,0.0034999999999999754,6.889441328939553,1.0,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-23T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0015000000000000568,last_30_completed_observations,30,0.007750000000000007,0.003750000000000031,-1.1241512657943071,0.13333333333333333,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-24T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.03199999999999992,last_30_completed_observations,30,0.007750000000000007,0.0042500000000000315,3.8485649217193534,0.9,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-25T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.025499999999999967,last_30_completed_observations,30,0.007750000000000007,0.0042500000000000315,2.8169908189904587,0.8333333333333334,info,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-26T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0025000000000000577,last_30_completed_observations,30,0.008500000000000008,0.005000000000000032,-0.8093889113719023,0.16666666666666666,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-27T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.007000000000000006,last_30_completed_observations,30,0.008500000000000008,0.005500000000000005,-0.1839520253117987,0.4666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-28T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0040000000000000036,last_30_completed_observations,30,0.008500000000000008,0.005000000000000032,-0.6070416835289323,0.3,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-29T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.009000000000000008,last_30_completed_observations,30,0.008500000000000008,0.005000000000000032,0.06744907594765914,0.5666666666666667,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-30T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.007000000000000006,last_30_completed_observations,30,0.009000000000000008,0.0050000000000000044,-0.26979630379063807,0.43333333333333335,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-10-31T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.018000000000000016,last_30_completed_observations,30,0.009000000000000008,0.0050000000000000044,1.2140833670578712,0.7333333333333333,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-11-01T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.015000000000000013,last_30_completed_observations,30,0.009000000000000008,0.0050000000000000044,0.8093889113719143,0.7,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-11-02T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.04999999999999993,last_30_completed_observations,30,0.009500000000000008,0.005500000000000005,4.966704683418551,1.0,high,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-11-03T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.02400000000000002,last_30_completed_observations,30,0.009500000000000008,0.005500000000000033,1.7782029113473783,0.7666666666666667,info,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-11-04T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.0050000000000000044,last_30_completed_observations,30,0.010249999999999981,0.0069999999999999785,-0.5058680696074457,0.23333333333333334,none,ok,,,data/thesis.db:polymarket_prices,daily price replay; no intraday market movement,candidate,descriptive_monitor_alert_only
2024-01-06T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,0.0,last_30_completed_observations,0,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-07T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,1,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-08T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,2,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-09T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,3,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-10T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,4,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-11T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,5,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,6,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,7,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-14T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,8,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-15T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,9,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-16T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,10,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-17T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,11,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-18T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,12,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-19T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,13,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-20T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,14,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-21T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,15,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-22T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,16,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-23T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,17,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-24T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,18,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-25T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,19,,,,,none,insufficient_baseline,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-26T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,20,2.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-27T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,21,2.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,22,2.0,0.0,,0.4090909090909091,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,23,2.0,0.0,,0.43478260869565216,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-30T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,24,2.0,0.0,,0.4583333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-01-31T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,25,2.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-01T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,26,2.0,0.0,,0.46153846153846156,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-02T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,27,2.0,0.0,,0.48148148148148145,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-03T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,28,1.5,0.5,-0.6744907594765952,0.5,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-04T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,29,1.0,1.0,0.6744907594765952,1.0,watch,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-05T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.5,0.5,-0.6744907594765952,0.5,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-06T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.5,0.5,-0.6744907594765952,0.5,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-07T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-08T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.5,0.5,-0.6744907594765952,0.5,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-09T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,30,1.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-10T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9666666666666667,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-11T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.5,0.5,-0.6744907594765952,0.5,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-12T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.5333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-13T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.5666666666666667,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-14T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.6,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-15T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.6,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-16T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.6,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-17T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9666666666666667,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-18T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,3.0,last_30_completed_observations,30,1.0,0.0,,1.0,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-19T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-20T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-21T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.5333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-22T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-23T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-24T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-25T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-26T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-27T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,1.0,0.0,,0.5333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.0,0.0,,0.9333333333333333,none,zero_mad,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-02-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,last_30_completed_observations,30,1.5,0.5,0.6744907594765952,0.9333333333333333,info,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
2024-03-01T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,1.0,last_30_completed_observations,30,2.0,1.0,-0.6744907594765952,0.4666666666666667,none,ok,,,data/results/h3_tiered_wallet_activity_daily.csv,aggregate active-wallet tier count replay; no wallet addresses,candidate,descriptive_monitor_alert_only
