window_label,event_id,event_date,date,relative_day,tier,activity_date_available,has_activity,trade_rows,active_wallets,total_amount_usd,buy_amount_usd,sell_amount_usd,net_amount_usd
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-07,-6,tier_2_top_5pct,True,True,1,1,24487.8392,24487.8392,0.0,24487.8392
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-07,-6,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-07,-6,tier_4_observed_baseline,True,True,7,6,97222.90115,97222.90115,0.0,97222.90115
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-08,-5,tier_1_top_1pct,True,True,23,3,428519.7936,428519.7936,0.0,428519.7936
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-08,-5,tier_2_top_5pct,True,True,2,2,21305.3,21305.3,0.0,21305.3
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-08,-5,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-08,-5,tier_4_observed_baseline,True,True,3,3,56019.1146,56019.1146,0.0,56019.1146
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-09,-4,tier_1_top_1pct,True,True,15,3,459671.648094,459671.648094,0.0,459671.648094
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-09,-4,tier_2_top_5pct,True,True,2,2,39649.57376,39649.57376,0.0,39649.57376
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-09,-4,tier_3_top_10pct,True,True,2,2,47680.73792,47680.73792,0.0,47680.73792
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-09,-4,tier_4_observed_baseline,True,True,1,1,11780.0,11780.0,0.0,11780.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-10,-3,tier_1_top_1pct,True,True,21,2,372966.29548,372966.29548,0.0,372966.29548
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-10,-3,tier_2_top_5pct,True,True,1,1,19128.0496,19128.0496,0.0,19128.0496
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-10,-3,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-10,-3,tier_4_observed_baseline,True,True,5,5,65331.14342,65331.14342,0.0,65331.14342
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-11,-2,tier_1_top_1pct,True,True,31,4,576798.64349,576798.64349,0.0,576798.64349
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-11,-2,tier_2_top_5pct,True,True,2,2,34245.558000000005,34245.558000000005,0.0,34245.558000000005
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-11,-2,tier_3_top_10pct,True,True,5,3,67117.1342,67117.1342,0.0,67117.1342
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-11,-2,tier_4_observed_baseline,True,True,9,9,181143.961905,181143.961905,0.0,181143.961905
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,tier_1_top_1pct,True,True,13,5,192609.43106,192609.43106,0.0,192609.43106
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,tier_2_top_5pct,True,True,2,2,21206.0278,21206.0278,0.0,21206.0278
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-12,-1,tier_4_observed_baseline,True,True,3,3,51746.23033,51746.23033,0.0,51746.23033
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,tier_1_top_1pct,True,True,33,2,612826.81038,612826.81038,0.0,612826.81038
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,tier_2_top_5pct,True,True,2,2,25869.0154,25869.0154,0.0,25869.0154
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,tier_3_top_10pct,True,True,2,2,45570.0,45570.0,0.0,45570.0
lead_minus_14d_to_0d,evt_2024_07_13_trump_shooting,2024-07-13,2024-07-13,0,tier_4_observed_baseline,True,True,10,9,215960.546513,215960.546513,0.0,215960.546513
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-01,-14,tier_1_top_1pct,True,True,25,5,488164.210439,488164.210439,0.0,488164.210439
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-01,-14,tier_2_top_5pct,True,True,2,2,39802.84522,39802.84522,0.0,39802.84522
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-01,-14,tier_3_top_10pct,True,True,5,4,179110.3186,179110.3186,0.0,179110.3186
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-01,-14,tier_4_observed_baseline,True,True,8,7,127753.716659,127753.716659,0.0,127753.716659
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-02,-13,tier_1_top_1pct,True,True,27,4,398136.688474,398136.688474,0.0,398136.688474
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-02,-13,tier_2_top_5pct,True,True,3,2,33147.3263,33147.3263,0.0,33147.3263
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-02,-13,tier_3_top_10pct,True,True,2,1,37724.9502,37724.9502,0.0,37724.9502
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-02,-13,tier_4_observed_baseline,True,True,8,8,121570.634616,121570.634616,0.0,121570.634616
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-03,-12,tier_1_top_1pct,True,True,47,2,1096453.863829,1096453.863829,0.0,1096453.863829
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-03,-12,tier_2_top_5pct,True,True,11,7,179634.16999999998,179634.16999999998,0.0,179634.16999999998
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-03,-12,tier_3_top_10pct,True,True,4,2,57211.0,57211.0,0.0,57211.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-03,-12,tier_4_observed_baseline,True,True,13,11,217818.903998,217818.903998,0.0,217818.903998
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-04,-11,tier_1_top_1pct,True,True,20,2,295376.752054,295376.752054,0.0,295376.752054
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-04,-11,tier_2_top_5pct,True,True,1,1,19740.0,19740.0,0.0,19740.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-04,-11,tier_3_top_10pct,True,True,1,1,13981.149,13981.149,0.0,13981.149
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-04,-11,tier_4_observed_baseline,True,True,2,2,34005.7142,34005.7142,0.0,34005.7142
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-05,-10,tier_1_top_1pct,True,True,30,5,626068.51452,626068.51452,0.0,626068.51452
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-05,-10,tier_2_top_5pct,True,True,2,2,26010.90404,26010.90404,0.0,26010.90404
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-05,-10,tier_3_top_10pct,True,True,1,1,25600.0,25600.0,0.0,25600.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-05,-10,tier_4_observed_baseline,True,True,3,3,59736.35015,59736.35015,0.0,59736.35015
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-06,-9,tier_1_top_1pct,True,True,19,3,417434.343971,417434.343971,0.0,417434.343971
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-06,-9,tier_2_top_5pct,True,True,2,1,26570.0438,26570.0438,0.0,26570.0438
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-06,-9,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-06,-9,tier_4_observed_baseline,True,True,7,6,92640.58642,92640.58642,0.0,92640.58642
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-07,-8,tier_1_top_1pct,True,True,22,2,744931.283298,744931.283298,0.0,744931.283298
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-07,-8,tier_2_top_5pct,True,True,1,1,24487.8392,24487.8392,0.0,24487.8392
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-07,-8,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-07,-8,tier_4_observed_baseline,True,True,7,6,97222.90115,97222.90115,0.0,97222.90115
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-08,-7,tier_1_top_1pct,True,True,23,3,428519.7936,428519.7936,0.0,428519.7936
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-08,-7,tier_2_top_5pct,True,True,2,2,21305.3,21305.3,0.0,21305.3
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-08,-7,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-08,-7,tier_4_observed_baseline,True,True,3,3,56019.1146,56019.1146,0.0,56019.1146
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-09,-6,tier_1_top_1pct,True,True,15,3,459671.648094,459671.648094,0.0,459671.648094
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-09,-6,tier_2_top_5pct,True,True,2,2,39649.57376,39649.57376,0.0,39649.57376
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-09,-6,tier_3_top_10pct,True,True,2,2,47680.73792,47680.73792,0.0,47680.73792
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-09,-6,tier_4_observed_baseline,True,True,1,1,11780.0,11780.0,0.0,11780.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-10,-5,tier_1_top_1pct,True,True,21,2,372966.29548,372966.29548,0.0,372966.29548
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-10,-5,tier_2_top_5pct,True,True,1,1,19128.0496,19128.0496,0.0,19128.0496
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-10,-5,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-10,-5,tier_4_observed_baseline,True,True,5,5,65331.14342,65331.14342,0.0,65331.14342
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-11,-4,tier_1_top_1pct,True,True,31,4,576798.64349,576798.64349,0.0,576798.64349
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-11,-4,tier_2_top_5pct,True,True,2,2,34245.558000000005,34245.558000000005,0.0,34245.558000000005
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-11,-4,tier_3_top_10pct,True,True,5,3,67117.1342,67117.1342,0.0,67117.1342
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-11,-4,tier_4_observed_baseline,True,True,9,9,181143.961905,181143.961905,0.0,181143.961905
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-12,-3,tier_1_top_1pct,True,True,13,5,192609.43106,192609.43106,0.0,192609.43106
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-12,-3,tier_2_top_5pct,True,True,2,2,21206.0278,21206.0278,0.0,21206.0278
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-12,-3,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-12,-3,tier_4_observed_baseline,True,True,3,3,51746.23033,51746.23033,0.0,51746.23033
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-13,-2,tier_1_top_1pct,True,True,33,2,612826.81038,612826.81038,0.0,612826.81038
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-13,-2,tier_2_top_5pct,True,True,2,2,25869.0154,25869.0154,0.0,25869.0154
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-13,-2,tier_3_top_10pct,True,True,2,2,45570.0,45570.0,0.0,45570.0
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-13,-2,tier_4_observed_baseline,True,True,10,9,215960.546513,215960.546513,0.0,215960.546513
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-14,-1,tier_1_top_1pct,True,True,26,2,605563.79315,605563.79315,0.0,605563.79315
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-14,-1,tier_2_top_5pct,True,True,6,3,80973.95670000001,80973.95670000001,0.0,80973.95670000001
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-14,-1,tier_3_top_10pct,True,True,2,2,28321.4542,28321.4542,0.0,28321.4542
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-14,-1,tier_4_observed_baseline,True,True,12,10,189088.764856,189088.764856,0.0,189088.764856
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-15,0,tier_1_top_1pct,True,True,67,3,1505442.698813,1505442.698813,0.0,1505442.698813
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-15,0,tier_2_top_5pct,True,True,2,2,45812.5416,45812.5416,0.0,45812.5416
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-15,0,tier_3_top_10pct,True,True,2,1,110164.90509,110164.90509,0.0,110164.90509
lead_minus_14d_to_0d,evt_2024_07_15_vance_vp_pick,2024-07-15,2024-07-15,0,tier_4_observed_baseline,True,True,14,13,282526.33832,282526.33832,0.0,282526.33832
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-07,-14,tier_1_top_1pct,True,True,22,2,744931.283298,744931.283298,0.0,744931.283298
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-07,-14,tier_2_top_5pct,True,True,1,1,24487.8392,24487.8392,0.0,24487.8392
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-07,-14,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-07,-14,tier_4_observed_baseline,True,True,7,6,97222.90115,97222.90115,0.0,97222.90115
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-08,-13,tier_1_top_1pct,True,True,23,3,428519.7936,428519.7936,0.0,428519.7936
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-08,-13,tier_2_top_5pct,True,True,2,2,21305.3,21305.3,0.0,21305.3
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-08,-13,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-08,-13,tier_4_observed_baseline,True,True,3,3,56019.1146,56019.1146,0.0,56019.1146
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-09,-12,tier_1_top_1pct,True,True,15,3,459671.648094,459671.648094,0.0,459671.648094
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-09,-12,tier_2_top_5pct,True,True,2,2,39649.57376,39649.57376,0.0,39649.57376
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-09,-12,tier_3_top_10pct,True,True,2,2,47680.73792,47680.73792,0.0,47680.73792
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-09,-12,tier_4_observed_baseline,True,True,1,1,11780.0,11780.0,0.0,11780.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-10,-11,tier_1_top_1pct,True,True,21,2,372966.29548,372966.29548,0.0,372966.29548
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-10,-11,tier_2_top_5pct,True,True,1,1,19128.0496,19128.0496,0.0,19128.0496
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-10,-11,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-10,-11,tier_4_observed_baseline,True,True,5,5,65331.14342,65331.14342,0.0,65331.14342
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-11,-10,tier_1_top_1pct,True,True,31,4,576798.64349,576798.64349,0.0,576798.64349
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-11,-10,tier_2_top_5pct,True,True,2,2,34245.558000000005,34245.558000000005,0.0,34245.558000000005
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-11,-10,tier_3_top_10pct,True,True,5,3,67117.1342,67117.1342,0.0,67117.1342
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-11,-10,tier_4_observed_baseline,True,True,9,9,181143.961905,181143.961905,0.0,181143.961905
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-12,-9,tier_1_top_1pct,True,True,13,5,192609.43106,192609.43106,0.0,192609.43106
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-12,-9,tier_2_top_5pct,True,True,2,2,21206.0278,21206.0278,0.0,21206.0278
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-12,-9,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-12,-9,tier_4_observed_baseline,True,True,3,3,51746.23033,51746.23033,0.0,51746.23033
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-13,-8,tier_1_top_1pct,True,True,33,2,612826.81038,612826.81038,0.0,612826.81038
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-13,-8,tier_2_top_5pct,True,True,2,2,25869.0154,25869.0154,0.0,25869.0154
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-13,-8,tier_3_top_10pct,True,True,2,2,45570.0,45570.0,0.0,45570.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-13,-8,tier_4_observed_baseline,True,True,10,9,215960.546513,215960.546513,0.0,215960.546513
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-14,-7,tier_1_top_1pct,True,True,26,2,605563.79315,605563.79315,0.0,605563.79315
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-14,-7,tier_2_top_5pct,True,True,6,3,80973.95670000001,80973.95670000001,0.0,80973.95670000001
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-14,-7,tier_3_top_10pct,True,True,2,2,28321.4542,28321.4542,0.0,28321.4542
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-14,-7,tier_4_observed_baseline,True,True,12,10,189088.764856,189088.764856,0.0,189088.764856
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-15,-6,tier_1_top_1pct,True,True,67,3,1505442.698813,1505442.698813,0.0,1505442.698813
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-15,-6,tier_2_top_5pct,True,True,2,2,45812.5416,45812.5416,0.0,45812.5416
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-15,-6,tier_3_top_10pct,True,True,2,1,110164.90509,110164.90509,0.0,110164.90509
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-15,-6,tier_4_observed_baseline,True,True,14,13,282526.33832,282526.33832,0.0,282526.33832
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-16,-5,tier_1_top_1pct,True,True,34,3,734256.876577,734256.876577,0.0,734256.876577
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-16,-5,tier_2_top_5pct,True,True,3,3,41195.328,41195.328,0.0,41195.328
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-16,-5,tier_3_top_10pct,True,True,6,5,134836.17433,134836.17433,0.0,134836.17433
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-16,-5,tier_4_observed_baseline,True,True,6,6,147704.59295,147704.59295,0.0,147704.59295
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-17,-4,tier_1_top_1pct,True,True,41,4,980036.02256,980036.02256,0.0,980036.02256
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-17,-4,tier_2_top_5pct,True,True,2,2,33483.6816,33483.6816,0.0,33483.6816
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-17,-4,tier_3_top_10pct,True,False,0,0,0.0,0.0,0.0,0.0
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-17,-4,tier_4_observed_baseline,True,True,6,6,111428.715058,111428.715058,0.0,111428.715058
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-18,-3,tier_1_top_1pct,True,True,96,6,1884338.236673,1884338.236673,0.0,1884338.236673
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-18,-3,tier_2_top_5pct,True,True,13,4,246279.8588,246279.8588,0.0,246279.8588
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-18,-3,tier_3_top_10pct,True,True,8,6,148054.22815,148054.22815,0.0,148054.22815
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-18,-3,tier_4_observed_baseline,True,True,18,17,279900.05274,279900.05274,0.0,279900.05274
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-19,-2,tier_1_top_1pct,True,True,71,5,1265241.653372,1265241.653372,0.0,1265241.653372
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-19,-2,tier_2_top_5pct,True,True,5,3,118430.094733,118430.094733,0.0,118430.094733
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-19,-2,tier_3_top_10pct,True,True,4,4,61201.1883,61201.1883,0.0,61201.1883
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-19,-2,tier_4_observed_baseline,True,True,14,13,250775.101464,250775.101464,0.0,250775.101464
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-20,-1,tier_1_top_1pct,True,True,37,4,961963.335561,961963.335561,0.0,961963.335561
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-20,-1,tier_2_top_5pct,True,True,3,2,96995.792945,96995.792945,0.0,96995.792945
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-20,-1,tier_3_top_10pct,True,True,1,1,47769.7773,47769.7773,0.0,47769.7773
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-20,-1,tier_4_observed_baseline,True,True,11,10,254464.169891,254464.169891,0.0,254464.169891
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-21,0,tier_1_top_1pct,True,True,138,9,3878886.264745,3878886.264745,0.0,3878886.264745
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-21,0,tier_2_top_5pct,True,True,21,9,516650.09292,516650.09292,0.0,516650.09292
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-21,0,tier_3_top_10pct,True,True,6,5,107032.56161,107032.56161,0.0,107032.56161
lead_minus_14d_to_0d,evt_2024_07_21_biden_withdrawal,2024-07-21,2024-07-21,0,tier_4_observed_baseline,True,True,57,48,1100910.297056,1100910.297056,0.0,1100910.297056
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-23,-14,tier_1_top_1pct,True,True,148,7,3310434.31009,3310434.31009,0.0,3310434.31009
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-23,-14,tier_2_top_5pct,True,True,16,10,497522.22202,497522.22202,0.0,497522.22202
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-23,-14,tier_3_top_10pct,True,True,3,2,100644.4256,100644.4256,0.0,100644.4256
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-23,-14,tier_4_observed_baseline,True,True,43,37,730808.19684,730808.19684,0.0,730808.19684
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-24,-13,tier_1_top_1pct,True,True,99,8,2365775.393103,2365775.393103,0.0,2365775.393103
lead_minus_14d_to_0d,evt_2024_08_06_walz_vp_pick,2024-08-06,2024-07-24,-13,tier_2_top_5pct,True,True,20,9,443182.206638,443182.206638,0.0,443182.206638
