event_id,event_date,proximity_date,relative_day,timestamp_utc,market_id,tier,anomaly_family,metric_name,observed_value,robust_z,rolling_percentile_rank,severity,status,same_day_context,proximity_window,market_watch_at_timestamp,wallet_or_concentration_watch_at_timestamp,proximity_critical_candidate,event_watch_candidate,suggested_context_label,claim_scope
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,active_wallet_activity,active_wallets,4.0,2.023472278429786,0.9666666666666668,watch,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,active_wallet_activity,active_wallets,7.0,4.046944556859572,1.0,high,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,active_wallet_activity,active_wallets,10.0,1.3489815189531904,0.9666666666666668,watch,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,all_tiers,concentration,tier_1_total_amount_share,0.6945885472182829,-0.1421778756434366,0.4666666666666667,none,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,market,market_move,absolute_price_change,0.01,,0.9333333333333332,none,zero_mad,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,wallet_tier_activity,log1p_total_observed_amount_usd,13.65186299001249,1.4824941690879596,0.9666666666666668,watch,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,wallet_tier_activity,log1p_total_observed_amount_usd,11.739618746610343,1.4590457358366102,0.9666666666666668,watch,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,wallet_tier_activity,log1p_total_observed_amount_usd,11.642905258038736,0.7063331043253398,0.9333333333333332,info,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-28,0,2024-06-28T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,wallet_tier_activity,log1p_total_observed_amount_usd,11.805609967553556,0.8175942310119104,0.8333333333333334,none,ok,True,"[-1d,+1d]",False,True,False,True,event_watch_candidate,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_1_top_1pct,active_wallet_activity,active_wallets,2.0,0.0,0.7666666666666667,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_2_top_5pct,active_wallet_activity,active_wallets,1.0,0.0,0.7,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_3_top_10pct,active_wallet_activity,active_wallets,0.0,-0.6744907594765952,0.4,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,tier_4_observed_baseline,active_wallet_activity,active_wallets,5.0,0.224830253158865,0.6666666666666666,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
evt_2024_06_28_biden_trump_debate,2024-06-28,2024-06-29,1,2024-06-29T00:00:00Z,polymarket_2024_us_presidential_replay,all_tiers,concentration,tier_1_total_amount_share,0.7577562219497719,0.1938643559464783,0.6,none,ok,False,"[-1d,+1d]",False,False,False,False,no_event_alert,event_proximity_sensitivity_only
